|negative|,|@UPC M'n internet ligt er weer uit. Kreeg net een brief dat m'n snelheid naar 120 ging, maar is vooralsnog 0.|
|negative|,|@UPC Het internet is opnieuw heel traag, laadt niet en doordat de verbinding traag is, kan ik niet uploaden.|
|negative|,|@tmobile_webcare kan niet smsen naar 1400 niks komt aan en ik moet 'pas aan'. Sturen volgens de roaming site en tmobile app|
|neutral|,|@UPC Op alle apparaten, zowel mobiele telefoons als met de kabel.|
|negative|,|@ruthdevries heb net een vriend gesproken die zelf netflix verkoop in zijn winkel en KPN als provider heeft en hij heeft hetzelfde probleem|
|neutral|,|Rijd me net een nieuwe Jaguar voorbij in KPN kleuren en logo. Ben benieuwd van wie die dienstauto is?|
|negative|,|Ziggo, ik kan niet inloggen op mijn tv app op android. En wat nu?|
|positive|,|Erg blij met de service van #proassist #tmobile Display IPhone defect. Binnen uur opgehaald en omgeruild voor een leentoestel. Top service.|
|neutral|,|Alcatel OT-810 + KPN Bel - SMS 100 (100 minuten of 100 sms)  http://t.co/l4dkbXPtHO|
|neutral|,|sim-only 150 minuten + 1000 SMS + 1000 MB (blackberry) vanaf  33.00  #Telfort http://t.co/eiLlmD0zPT|
|positive|,|@UPC Nee, wij hebben alleen een modem. Dat is prima, bedankt voor de snelle service!|
|positive|,|@ZiggoWebcare inmiddels gebeld door Ziggo. E-mailadres is aangemaakt.|
|neutral|,|sim-only 200 + Data Medium vanaf  12.00  #Tele2 http://t.co/kEu1j8HXkw|
|neutral|,|#voordeel #Samsung #Galaxy S5 / Tele2 #abonnement /300 #belminuten / 1500MB #data 38,00 per maand http://t.co/2ofb4Gx972|
|negative|,|RT @judithineuropa: 'De pijnpunten van KPN's volledig Nederlandse cloud' http://t.co/nae1EcSJTH|
|neutral|,|Nu op AT5: #bureau-020 - http://t.co/Woo1BNCJlq  UPC:31/714, Ziggo:986|
|neutral|,|Vacature Verkoper gezocht op de klantenservice van KPN Contact in Enschede vanaf 20 uur - http://t.co/KjqnrcoyZz|
|neutral|,|Laatste firmware update #ziggo http://t.co/WdEHg6NH1D Het verbaast me dat er nog niemand over begonnen is. Ik kwam van de week tot de ...|
|neutral|,|LinkedInDagelijks en meer Social... is out! http://t.co/lxIw2AXqRi Stories via @KPN @incubes|
|positive|,|Leuke gasten en live muziek. Kijk vanaf 17.00 uur 'War Schagen Denkt' op Schagen TV ((Ziggo kanaal 40).|
|negative|,|Kut bereik van #kpn ..ik met mn dure Ipone moet aan iemand met wegwerp toestel maar met bereik van T-mobile vragen of ik mag bellen|
|neutral|,|RT @FlashmobLM: @ZiggoDome Is het misschien tijd om deze dames eens te verwelkomen in de ziggo? @LittleMix http://t.co/BHKlS0waxV|
|negative|,|En we bellen weer met Tele2 #mynewhobby|
|neutral|,|sim-only 300 minuten + 1000 SMS + 1500 MB + internet versneller vanaf  37.00  #Telfort http://t.co/kEu1j8HXkw|
|negative|,|Nu 2 weken @KPN maar qua bereik veel ellende.|
|negative|,|Gelukkig hoor ik meer collegas klagen over bereik van @kpn hopen dat we weer terug maar #vodafone gaan|
|neutral|,|#nieuwe #vacature:  Verkoop: Start op korte termijn als KPN Verkoper in Goes 10-32 uur / Goes / Tempo-Team #sales #VBB|
|neutral|,|Speed: Download speed 120 Mb, virusscanners en cpu #ziggo http://t.co/acKcUAH7Tn Citaat: Oorspronkelijk geplaatst door Marlene (Beric...|
|neutral|,|Zo, #UPC is aangevraagd, hopen dat het allemaal goed gaat|
|positive|,|@UPC dank voor het advies. Resetten van mijn tc7200 modem/router werkt. Chromecast doet het.|
|neutral|,|Samsung Galaxy S Plus + KPN Bel - Sms - WebXL 150 (150 minuten of 150 sms)  http://t.co/h4fiaBdhvF|
|neutral|,|Laatste firmware update: Het verbaast me dat er nog niemand over begonnen is. Ik kwam van de week tot d... http://t.co/dDsdYi6Lhu #Ziggo|
|negative|,|RT @RvBinsbergen: Direct Pay stelt namens T-Mobile vordering in met onbegrijpelijke dagvaarding. Rechter is er klaar mee. Lezen! http://t.c|
|negative|,|@Martinned81 @FrontaalNaakt idioot betuttelend dat je dan aan T-Mobile of wat ook moet gaan vragen of je dat mag zien...|
|positive|,|@UPC gisteren avond ineens... voor het eerst. Echt heel wazig. Maar goed, ik probeer wel wat. Dank voor hulp zover|
|negative|,|@DhrHaVoC @UPC mijn internet blijft maar vastlopen!!!|
|neutral|,|sim-only 500 minuten + 1000 SMS + 1500 MB + internet versneller (blackberry) vanaf  49.00  #Telfort http://t.co/LbJU8AOlZB|
|neutral|,|RT @KPN: Weet jij wie er bij jouw data kan? KPN in gesprek met politici, @Webwereld en @trouw over #CloudNL http://t.co/H5tyLSUoL1|
|negative|,|Kleine Hiawatha is verdrietig dat flesjes Hi Water worden weggegooid en zo Lake Hiawatha bedreigen. #zwerfie @KPN http://t.co/bjhICjRE8L|
|neutral|,|sim-only 100 + Blackberry Large vanaf  15.50  #Tele2 http://t.co/eiLlmD0zPT|
|neutral|,|@upc net een monteur langs gekomen om de kabels etc te vervangen van de media box - werkte het geheel weer, na een half uur. smart card fout|
|negative|,|fijn @kpn koop je 's middags een nieuwe telefoon in de primafoonwinkel, werkt hun computer niet zodat ze de sim niet kunnen activeren.|
|neutral|,|sim-only 150 minuten + 1500 MB + internet versneller (blackberry) vanaf  33.00  #Telfort http://t.co/ogHnI3TTQf|
|negative|,|en @kpn dan zeggen ze dat dat vanmiddag wel lukt en ze bellen wel wanneer het gelukt is. Ondertussen is de winkel dicht, en bellen ho maar.|
|negative|,|@UPC nu wederom geen TV. Jullie service e.d is prima, maar een oplossing blijft na weken ver weg.|
|neutral|,|RT @wmiddelkoop: Te koop tegen kostprijs 2 kaartjes Prince, zondag Ziggo .. Willem@cdfund.com #eerstkomt|
|negative|,|En op het telefoonnummer op de bon wordt gewoon niet opgenomen, beste @kpn, als de eerste de beste scamartiest.|
|neutral|,|@UPC Download is 3,19, upload 3,33. Voornaamste probleem is dat het op sommige pc's niet werkt, en de tv ook maar een paar zenders bereikt.|
|negative|,|En dan bel je 1200, lieve @kpn en dan zeggen ze dat ze niks kunnen met sims uit primafoonwinkels. wtf?|
|neutral|,|sim-only 0 minuten + 500 MB (blackberry) vanaf  15.00  #Telfort http://t.co/eiLlmD0zPT|
|negative|,|Maandag de hele boel maar eens terugbrengen naar @kpn...|
|negative|,|Studieontwijkend gedrag in de vorm van een middagje met Ziggo bellen omdat televee het niet doet. Geen verbetering.|
|neutral|,|sim-only 150 minuten vanaf  6.00  #Telfort http://t.co/hQ8vmGvMLi|
|neutral|,|HTC Wildfire S Pink icm T-Mobile Smart Plus Smart Plus 100 24 maanden vanaf  24,95 #T-Mobile   http://t.co/5TLDlTn7Lm|
|negative|,|Storing van kpn geen wifi #kpn|
|negative|,|@Benny__1973 Ligt er vast aan waar je bent. Mijn ervaring met vodafone is veel slechter dan kpn.|
|negative|,|Gaat mijn ziggo modem kapot. Op zaterdag om 17:00 uur. Gaah!!!|
|negative|,|@UPC geens normaal voetbal kijken|
|neutral|,|sim-only 700 + SMS Onbeperkt + Data Medium vanaf  34.00  #Tele2 http://t.co/kEu1j8HXkw|
|neutral|,|@UPC Dat was via de kabel. Via wifi is het gek genoeg sneller: download 10,61 en upload 6,16.|
|neutral|,|Vanaf nu op Schagen TV Ziggo kanaal 40. http://t.co/tqJ1W7UOUz|
|neutral|,|@UPC Hoi, ik heb een Alles-in-1 Power pakket abonnement maar ik krijg geen "MyPrime". Moet ik mijn abonnement wijzigen?  Kun jij me helpen?|
|neutral|,|sim-only 1000 minuten + 1000 SMS + 1500 MB (blackberry) vanaf  63.00  #Telfort http://t.co/ogHnI3TTQf|
|negative|,|@UPC wat u kan doen is mijn huidige modem met slecht werkend wifi vervangen. Bvd.,|
|neutral|,|sim-only 0 minuten + 1500 MB (blackberry) vanaf  25.00  #Telfort http://t.co/kEu1j8HXkw|
|neutral|,|sim-only 1000 minuten + 1000 SMS + 500 MB vanaf  48.00  #Telfort http://t.co/eiLlmD0zPT|
|positive|,|Hop! Twee mobiele abonnementen overgezet naar Ziggo Mobiel. Scheelt even 45 Euro per maand. #kunjeleukedingenvandoen|
|neutral|,|RT @SchagenFM: Vanaf nu op Schagen TV Ziggo kanaal 40. http://t.co/tqJ1W7UOUz|
|neutral|,|sim-only 150 minuten + 1000 MB vanaf  20.00  #Telfort http://t.co/LbJU8AOlZB|
|negative|,|@UPC 2024gl huisnummer 8 geen telefoon en Internet.!! Graag antwoord|
|neutral|,|sim-only 300 minuten + 1000 SMS + 1000 MB + internet versneller vanaf  27.00  #Telfort http://t.co/ogHnI3TTQf|
|neutral|,|sim-only 0 minuten + 100 SMS + 1000 MB + internet versneller vanaf  18.50  #Telfort http://t.co/hQ8vmGvMLi|
|neutral|,|sim-only 100 + SMS Onbeperkt + Blackberry Small vanaf  15.00  #Tele2 http://t.co/LbJU8AOlZB|
|neutral|,|@UPC de andere zenders zijn perfect alleen eredivisie 2 niet met de wedstrijd om promotie|
|negative|,|@UPC ja doet het nu weer , wel al 2 wkn slecht televisie vaak geen signaal|
|neutral|,|@UPC ja klopt discovery sbs rtvnh verder weet ik het niet rtl soms blokkerig beeld|
|neutral|,|@UPC het gaat om 1 zender|
|neutral|,|I HUST WOEK UPC http://t.co/MVjH0h5rOb|
|neutral|,|sim-only 0 minuten + 1000 SMS + 500 MB + internet versneller (blackberry) vanaf  24.00  #Telfort http://t.co/LbJU8AOlZB|
|neutral|,|sim-only 500 minuten + 100 SMS + 500 MB + internet versneller vanaf  28.50  #Telfort http://t.co/hQ8vmGvMLi|
|neutral|,|Oproep: Aansluiten Samsung SMT-C7140A op home cinema #ziggo http://t.co/La0OFyTEwH Wie kan mij vertellen hoe ik de Samsung SMT-C7140A ...|
|neutral|,|sim-only 0 minuten + 1500 MB vanaf  20.00  #Telfort http://t.co/ogHnI3TTQf|
|neutral|,|#ziggo Wat je kunt proberen is om alle beveiliging in het modem uit te zetten. Normaliter is uPNP voor... http://t.co/HTni7XTETH &lt;-Antw.|
|positive|,|Prijsuitreiking @ziggo voetbal toernooi.  Geslaagde dag! http://t.co/O8qriIHP88|
|positive|,|Heauuyy @upc werkt weer|
|neutral|,|@ZiggoWebcare speedtest van ziggo.. 59mbit.. heb mijn gegevens doorgestuurd via DM|
|neutral|,|sim-only 500 minuten + 500 MB (blackberry) vanaf  31.00  #Telfort http://t.co/hQ8vmGvMLi|
|neutral|,|@ger_bosch Krijg je een bepaalde foutmelding te zien? Op alle apparaten? Volg eens: http://t.co/2OJiEGYabk ^JL|
|positive|,|@UPC Dat klopt! De benedenverdieping is voorzien van internet. De bovenverdieping is sneller dan het eerst was. Top! Bedankt! :D|
|negative|,|@UPC alleen laatste 2 wkn last daarvoor nooit omdat ik ook dure coax kabels heb aangeschaft , Internet vaak onstabiel laatste 2 wkn.|
|negative|,|Zware fail van #tmobile en #phonehouse @Phonehouse Helpt iemand naar huis sturen voor de pukcode, pukcode opvragen, onjuist!|
|positive|,|@UPC Bedankt voor de snelle service! Fijn weekend!|
|neutral|,|Nu op AT5: #het-verhoor - http://t.co/Woo1BNCJlq  UPC:31/714, Ziggo:986|
|neutral|,|@UPC Hoe kan het dat (vooral) mijn uploadsnelheid de laatste tijd zeer zeer traag is? (1,3mb) Postcode 8255KP|
|neutral|,|#kpn Vandaag onze nieuwe tv ontvangers gekregen en aan de  slag en ja hoor beneden is het gelukt maar nu op de... http://t.co/vRLAc35L9L|
|neutral|,|@Linchen05 haha leuk. Nou ik ben ff gezellig naar de stad geweest, moest ff naar telfort en boodschappen gedaan. En nu aan het simsen|
|neutral|,|Alcatel OT-810 + KPN Bel - SMS 100 (100 minuten of 100 sms)  http://t.co/mSXVvxkCHI|
|neutral|,|#korting #Gratis #Samsung Galaxy S4 Mini icm Tele2 Actiebundel 200  500MB databundel voor  20,00 per maand http://t.co/FWz2SVgh98|
|neutral|,|RT @KPN: Weet jij wie er bij jouw data kan? KPN in gesprek met politici, @Webwereld en @trouw over #CloudNL http://t.co/H5tyLSUoL1|
|positive|,|RT @johnvanvianen: Voor veiligheid in de cloud blijkt cloudNL van #KPN het beste alternatief    http://t.co/mLi3Pzskai|
|neutral|,|@tmobile_webcare dat dacht ik ook, maar my t-mobile zegt iets anders http://t.co/PaCnAG2jQw|
|neutral|,|Oproep: Aansluiten Samsung SMT-C7140A op home cinema: Wie kan mij vertellen hoe ik de Samsung SMT-C7140... http://t.co/6YwfdddJ4S #Ziggo|
|positive|,|Heerlijk weertje hier #limburg #wijn 3landenpunt geweest leuk al die smsjes van T-mobile  welkom in DE, BE oohh nee NL |
|neutral|,|Hatsjoe @JacquelineWxxx: @Amerkies @J_Dijsselbloem KPN-bieder Carlos Slim: Quote -&amp;gt;Vijandige overname? http://t.co/J6wJdckgwR|
|neutral|,|Omw to tmobile |
|neutral|,|sim-only 500 + Data Medium vanaf  21.00  #Tele2 http://t.co/eiLlmD0zPT|
|neutral|,|Nu op AT5: #at5-nieuws - http://t.co/Woo1BNCJlq  UPC:31/714, Ziggo:986, Digitenne:25|
|neutral|,|sim-only 300 minuten + 1500 MB + internet versneller vanaf  30.00  #Telfort http://t.co/hQ8vmGvMLi|
|negative|,|Eerste #tmobile abonnement beindigd. Waar een slechte winkelmanager al niet goed voor is. #arnhem.|
|neutral|,|Er staat ons nog veel te wachten: KPN-topman: uiterlijk in 2016 al 4 tot 10 keer sneller 4G via @BesteProduct http://t.co/1xV0AS170x|
|neutral|,|#Vacature Klantcontactmedewerker in #Groningen - KPN Contact afdeling klantbehoud #Fulltime #MBO Zie: http://t.co/v5WWarq4zL|
|neutral|,|Nokia C2-01 Black, Bel-SMS 275, 2 jaar ~  24 KPN ~ Mobiel  vanaf  0 #KPN   http://t.co/hPfzZ0Xun1|
|neutral|,|sim-only 700 + SMS Onbeperkt + Blackberry Small vanaf  33.00  #Tele2 http://t.co/ogHnI3TTQf|
|neutral|,|sim-only 0 minuten + 1000 SMS + 1500 MB vanaf  27.00  #Telfort http://t.co/eiLlmD0zPT|
|neutral|,|sim-only 0 minuten + 100 SMS + 1500 MB + internet versneller vanaf  23.50  #Telfort http://t.co/hQ8vmGvMLi|
|negative|,|Tell me waarom heb ik geen internet, ziggo ??|
|negative|,|@Robinn__x :Tell me waarom heb ik geen internet, ziggo ??// ik heb ook ziggo internet valt steeds weg :(|
|negative|,|Beetje jammer dat het netwerk van t- mobile steeds slechter word #tmobile #ergenis|
|neutral|,|Nu op AT5: #straten-van-amsterdam - http://t.co/Woo1BNCJlq  UPC:31/714, Ziggo:986, Digitenne:25|
|negative|,|Upc is egt een kk bedrijf|
|negative|,|RT @ajoshua19: Storing van kpn geen wifi #kpn|
|negative|,|Upc is egt een kk berijf nooit werkt die shit een keer goed|
|negative|,|Wtf ik heb geen internet meer #wifi #kpn|
|negative|,|Haha, #tmobile doet aan klantenservice. #visualvoicemail faalt zoals gewoonlijk. @TMobile http://t.co/tU6LV9oEDQ|
|negative|,|@_yashaaaa . Tmobile sucks |
|neutral|,|sim-only Budget 150 vanaf  15.00  #KPN http://t.co/eiLlmD0zPT|
|neutral|,|@ietsist Dit kan via ons contactformulier: http://t.co/EgFQNNc9B9 Ook kan je ons op facebook een bericht sturen: http://t.co/nyPr6aGNxm ^JL|
|negative|,|Weer geen internet van #upc. Zowel vast als Wi-Fi doen niks. Wanneer gaan jullie nou eens iets doen aan de kwaliteit van jullie services.|
|neutral|,|dus het mileywood shirt word 21juni niey verkochtt :(  Jawel 22 juni wordt hij verkocht bij het ziggo dome! http://t.co/Wo1SR5yZX3|
|neutral|,|@UPC de films en series op MyPrime zijn niet Ned. Ondertiteld? Moet ik iets aan de instellingen doen?|
|neutral|,|sim-only 300 minuten + 500 MB vanaf  15.00  #Telfort http://t.co/ogHnI3TTQf|
|negative|,|@UPC Hallo alles werkte perfect na de terugkoppeling dat de monteurs bezig waren maar nu ligt het Internet er weer uit|
|neutral|,|RT @EredivisieMemes: Telecombedrijf Ziggo in de maling genomen na het verlies van Ajax #pecaja http://t.co/1dPqKL4K70|
|neutral|,|@UPC doe maar na het weekend. En als het goed is hebben jullie ook mijn mobiele nummer, die mag je als bgg nr gebruiken.|
|negative|,|Boodschap KPN. Kinderen verarmen je leven, maar met 'begin gemist' is dat geen probleem.. Lijkt me toch echt tegenovergesteld...|
|negative|,|Je kinderen een verhaal voorlezen is niet leuk Op de bank voor de tv vegeteren is wel leuk Boodschap #kpn|
|neutral|,|Nog een paar uur tot ht concert in Lyon! Over 29 dagen zal het plein voor het ziggo dome er ok zo uitzien ^^ #Bangerz http://t.co/eUDh7j8szm|
|neutral|,|@pinty_nl @kevinvanschie Dat kan kloppen, Ziggo heeft zelf een en ander in het netwerk veranderd. Hierdoor RTL 5 niet meer storingsgevoelig.|
|negative|,|#storing #netflix #ziggo   hoe zit het met de storing van netflix, al 2 dagen nix.... #refundnetflix|
|positive|,|@MediaZooNL @pinty_nl ziggo monteur heeft het gefixt bij mij. Was iets mis met de hoofdaansluiting. Werkt nu weer prima!|
|neutral|,|@UPC , onze wifi doet het weer eens niet. Al meerdere dagen. Al vaker uit/aan gezet. Dit is nu al de zoveelste keer! Help|
|neutral|,|sim-only 500 minuten + 100 SMS vanaf  16.50  #Telfort http://t.co/ogHnI3TTQf|
|neutral|,|#Vacature Per direct aan de slag als sales topper KPN Oss voor 20uur in #Oss - KPN winkel Oss #Parttime #MBO Zie: http://t.co/6yqrtQIA26|
|neutral|,|#Vacature Per direct: Callcentermedewerker sales, 24-40 uur Enschede in #Enschede - KPN Contact Enschede #Full... http://t.co/lX6UL7X73V|
|negative|,|Overgestapt naar #kpn ben nog niet blij, koppelen van producten mijn kpn werkt niet @KPNwebcare hellup!!|
|positive|,|RT @Versteegen: Ovatie voor Team NL Powered by @KPN @Ireenw @SvenKramer86 @jorientermors LottevBeek @verweijkoen #kpnstrategie2014 http://t|
|negative|,|@UPC KUT internet alweer|
|neutral|,|RT @MileySourceNL: Nog een paar uur tot ht concert in Lyon! Over 29 dagen zal het plein voor het ziggo dome er ok zo uitzien ^^ #Bangerz ht|
|neutral|,|@UPC nu ook heel mooi groen en dan blauw beeld... http://t.co/Qo4C9CczvF|
|negative|,|@UPC help! oppas op 4 kinderen, we wilden graag een film kijken via On Demand, maar werkt niet.. :(|
|neutral|,|Nu op AT5: #amsterdam-nl-tv - http://t.co/Woo1BNCJlq  UPC:31/714, Ziggo:986, Digitenne:25|
|neutral|,|@UPC upc ik heb een vraag ik heb een horizon media box waar alle internet verbinding vanaf lopen maar de helft van die internet [1/3]|
|neutral|,|@UPC verbindingen zitten beneden  is het dan geen mogelijk hijd om en 2e horizon box tekrijgen waar dan ook internet verbindingen vanaf[2/3]|
|negative|,|Duurde 5 minuten deze tweet te plaatsen #UPC download snelheid? 1,7 MB per seconde. betaal voor 120 MB|
|neutral|,|@UPC lopen  groeten richard[3/3]|
|neutral|,|@Telfort hoe kan ik mijn 2-jarige contract eerder stopzetten? (eind: 19-10-2014)|
|neutral|,|Nu op AT5: #wereldstad - http://t.co/Woo1BNCJlq  UPC:31/714, Ziggo:986, Digitenne:25|
|neutral|,|Koop ik een iphone 5s flipcover van 29.95, blijkt hij bij de kassa 17.99. Heerlijk toch. Dank aan #kpn|
|negative|,|T-mobile service is echt zo slecht en waar ze die repareren ook zo slecht zegge dat ik expres mijn scherm kapot maak|
|negative|,|@Telfort al dagen last van haperend beeld, via glasvezel. Amino is direct met utp kabel verboden. Krijg geen reactie op het forum.|
|neutral|,|@ZiggoWebcare ik heb een maand geleden jullie aanbod van 3 maanden sport 1 voor 5 euro/maand genomen. Via mijn ziggo heb ik aangegeven (1/2)|
|neutral|,|Nu op AT5: #in-de-stad - http://t.co/Woo1BNCJlq  UPC:31/714, Ziggo:986, Digitenne:25|
|negative|,|@ZiggoWebcare ik probeer Ziggo telefonisch te bereiken, maar krijg gesloten te horen. Op site staat anders.. http://t.co/oFnHZjWwDe|
|negative|,|@eenjurk zeg me alsjeblieft dat de programmagids van UPC niet klopt Geen #ZaterdagavondJURK vanavond?!?! #neeeee dat kan echt niet!!|
|positive|,|The Eagles waren gisteravond zeer goed in de Ziggo Dome! We hebben genoten van heerlijke muziek gemaakt door uitstekende musici|
|negative|,|Fijn advies van #Ziggo je mag gratis bellen met je vaste lijn (die het niet doet) of kijken op ziggo.nl (zonder internet) #fail|
|neutral|,|@ZiggoWebcare Verkoper bij Ziggo servicepunt heeft voor ons een 4de smartcard geactiveerd. Is dit goed gegaan? Hebben nl nog geen beeld.|
|positive|,|@vodafoneNL_pr is toch klantvriendelijker dan ik dacht, Gister hebben ze mijn abbo. helpen beindigen YES Op naar KPN eindelijk ontvangst|
|neutral|,|@karinp28 @KPNwebcare pff ik of kpn ;)|
|neutral|,|@Telfort vandaag helaas niet, is aankomende vrijdag een optie?|
|positive|,|Ge.ni.aal. #KPN begin gemist|
|neutral|,|'Verkoop van KPN-dochter E-Plus stap dichterbij' http://t.co/tOtL9kQBjD|
