|neutral|,|@024AB: RT @burgercomiteeu: Aan iedereen die doneert of meedoet aan de sociale media bom: dit is niet de actie van het comit alleen. Het is UW act|
|neutral|,|@frankx97: RT @Pride_of_m0kum: Deze titel hebben we te danken aan koning frank.|
|neutral|,|RT voor koning frank..!!! #prideofmokum #AFCA #kampioenen http://t.co/|
|neutral|,|@margriet2308: Hso is er ineenkeer geen moordvrouw?|
|negative|,|@jolanzz: RT @Dvanderstoep: Volkert is zojuist begonnen aan zijn laatste week in de gevangenis, vrijdag komt hij vrij. Grootste schande van Nederland|
|neutral|,|@ikbeneenjenna: Zo leuk die moeder gisteren kk brokko om die reclame van slankie |
|neutral|,|@Nilliz81: RT @els0512: @Nilliz81 dank je wel|
|neutral|,|@fikkiefial: @JustCarla mooi balen dus, beterschap|
|neutral|,|@anneloesthijss1: Ik heb een nieuwe foto op Facebook geplaatst http://t.co/bAoPXSjwfy|
|neutral|,|@AnaCoelho_M: De ontem  http://t.co/YS9PexpuCL|
|neutral|,|@JoopJack55: @Michel1401 ik heb eigelijk daarna een beroep van gemaakt.|
|neutral|,|@Loreenaa_X: Nu al weer zin in volgende week zondag dan M2 voor t echt starten!! |
|neutral|,|@lucasdieez: Saintvicious's spirit in EG #LCS|
|neutral|,|@jordi12370328: @DusDavid komt er vanavond een livestream|
|positive|,|@pdgreef: Nice, heb een EHRM precedent om agenten mee om de oren te slaan als ze gaan zeuren. \o/ hartjes @nvj|
|neutral|,|@quilyano: Was trein gratis?RT @LaaMamacitaa_: - die mensen die zaterdag treinkaartje hebben betaald hebben egt geld verspilt |
|neutral|,|@wkoranje2014: RT @nieuwsselectie: Voetballegende Vujadin Boskov  (82) overleden: Op 82-jarige leeftijd is vandaag Vujadin Boskov overleden. De S... http:|
|neutral|,|@GtMax0910: @Nouraatjee beter dan echt roken |
|neutral|,|@emmadevocht: RT @ItsTwistIT: Hahaha deze ! http://t.co/v5BNIW0nhs|
|neutral|,|@FenneVDB: RT @iris_schepers25: Jullie hebben altijd de mooiste foto's  @FenneVDB @sterre_strauven @joelle_siezenis @_ambervdb @Roxanneeee_x @cutie|
|neutral|,|@FurkanKhalifa: @highhvibes_: mensen doen net alsof ik super slim ben fso lol|
|neutral|,|@MatsToby: Ik vind een @YouTube-video van @enzoknol leuk: http://t.co/eCM3hCNn7f Minecraft Survival #108 - PIEMEL GESPREKKEN|
|neutral|,|@chanikadenolf: RT @DWekking: Kunt ge nu ni gewoon begrijpen da ik vanu hou?|
|neutral|,|@KoenMollet: @MeneerDeMuil Ik heb hier iets niet goed begrepen denk ik? Even on hold zetten tot ik klaarheid geschapen heb in mijn interpretatie.|
|neutral|,|@xNaomiPlayfair: RT @LiefdeFotos: jij &amp; ik ? http://t.co/IZ7t2aVO|
|neutral|,|@Goodliferr030: Ik wil broodje van bidoe|
|positive|,|@Daanloverxx: IK BEN DIEGENE DAN ZO MEGA DANKBAAR DIE HET NAAR ME STUURT|
|neutral|,|@Salamander_LZ: Het Lubbo Koningsbal! http://t.co/eWrgQ2vIQv|
|neutral|,|@Sophie_072: RT @Yolandaaa__H: Maar ik was vannacht echt te blij en druk|
|neutral|,|@dzlt_: RT @Omaagaayy: @dzlt_ Ik I win  lls|
|neutral|,|@jeautoverkopen: #Peugeot #206; 1.4 3DRS uit 1998 in #Rotterdam aangeboden op http://t.co/Le6hLBG6Sa.|
|neutral|,|@DanversLauren: Ma als ik da durf te verzetten hohoooo|
|neutral|,|@ROOSxLOVEYOUU: @nilsbucks: CAN'T WAIT TO SEE YOU OMG IK WIL NU NAAR VREDENBURGsame ee|
|neutral|,|@RobinvBaak: Weer een stukje wiskunde gedaan :)|
|neutral|,|@xrumeysa__: RT @SBSC_: RT @xM_RAWW: @itsmenasj_: Veel marokkanen hebben iets tegen negers is me opgevallen Dit q|
|neutral|,|@iAMFRESHDAiLY_: Tijd voor serieuse shit, moet denken aan me toekomst.|
|neutral|,|@JoKohlberger: RT @PaulusAlycia: Amai wtf nog maar 1 week #bangerztour #belgium|
|neutral|,|@FallenHorizonx: RT @LachJeRot: Lichaam: 'tijd om te niezen' jij: *gaat in starthouding zitten* lichaam: 'haha was een grapje' #lachjerot|
|negative|,|@love_sabrinax: Jemig, altijd als ik iets doe, moet jij t ook weer.... :/|
|neutral|,|@Steffieevds: Whoppaaa, paardjes gedaan, morgen even hard werken bij ze! Misschien lekker voetjes koelen, en lekker poetsen|
|neutral|,|@Mainiacs4everr: WIE WIL LIEDJE NAAR ME STUREN IK  BEN JE DAN ZO DANKBAAR !!!!!|
|neutral|,|@offdaleforever: Volg @lifesplashers       NU |
|neutral|,|@ninjayara: Gezellig met zus muziek luisteren,|
|neutral|,|@SaniiZahrii: Ik wil mijn haar style maar ik wil het niet kapot maken |
|neutral|,|@MagrietTaselaar: De info voor de 3 e Oethoester Loop is weer te vinden op http://t.co/vCjWlVNM5D Kopje Oethoester Loop.|
|neutral|,|@CaraSwedishArmy: best poet in town|
|negative|,|@amy_samarawira: RT @Gucci4Lukey: me: luke brooks is gay|
|negative|,|the fandom: luke brooks is gay|
|negative|,|ronnie diamond: luke brooks is gay|
|negative|,|jesus: luke brooks is gay|
|neutral|,|@Real_Babe22: @PrinceFlirting haha yes we can|
|neutral|,|@MartineVianen: RT @IkSticker: Moederdag komt eraan Hang `n label met deze stempel aan je zelfgemaakte taart mama smult ervan http://t.co/bHZy9UdZH5 http:/|
|neutral|,|@ik_Julia: "Ik ben een ster, haal me hieruit" hoort bij een van de meest trieste programma's ooit gemaakt.|
|neutral|,|@xYorannn: RT @iiJarv: "@ajaxmuseumNL: Ondertussen op de Coolsingel. #AJAX #huldiging #feycam #4oprij RT http://t.co/FgmKMS4szj" hahahahah|
|negative|,|@Ajaxshowtimecom: De stream van AT5 is net zo brak als dat Ajax speelde vandaag|
|neutral|,|@xemine_melissa: @rooms1998 omg wil je die naar mij sturen via app?|
|neutral|,|@IMPERRFECTIONSS: Opeens Snapchats van random mensen, wat.|
|neutral|,|@CatrynBosman: Besonderse seremonie  'n Video van 'n bruid en bruidegom wat tydens hul huwelikseremonie 'n groot verrassing gekry  http://t.co/8BWC7u26hy|
|neutral|,|@reinier63: Recht van Spreken - http://t.co/bHEYTyX4w7|
|neutral|,|eerlijk verhaal bram peper PvdA Heeft niks met mensen meer .De kiezer weet dat daaom lopen ze weg|
|neutral|,|@nauta14: http://t.co/xNRebaziAw vraag maar|
|neutral|,|@sharonawkward: Je kan toch best ff een dag voor het tentamen een boek neuroanatomie in je kop stampen? Doe niet zo moeilijk man.|
|neutral|,|@ifict: RT @markloman: Daar ist'ie dan! Het eerste beveiligingslek dat Microsoft niet meer voor Windows XP repareert: CVE-2014-1776 https://t.co/zj|
|neutral|,|@xLarsAfcax: T is zo ver ! #4oprij ! We love you AJAX ! #huldeging #ajax|
|neutral|,|@Eliendl_: RT @KerenzaBraet: Hoe vaak ik al een sms getypt heb &amp; dan gewoon terug weggedaan|
|negative|,|@l1n0ne: elke dag kan ik mn vader chagerijnige kop weer aanzien..|
|neutral|,|@Mayadabadoo: Proberen een dutje te doen, dromen daj van een trap loopt, en dan ervan vallen. WAKKER SCHIETEN! Faacckkkk. xp weird!|
|positive|,|@BertineOosthoek: Mooie Taize-viering vanavond in Pauluskerk #Breukelen. 'Een nieuw begin  dankzij Pasen!'|
|neutral|,|@ColinIsDom: @OneDayFly_1997 dat is waar. Naar genieten gaat wat ver|
|neutral|,|@xiloveyoutubers: ik hoop dat @Lifesplash mijn fanvideo bekijkt :)|
|positive|,|@Tjalling_Ozinga: Tijd om youp van t hek terug te kijken,  terwijl ik al bij de voorstelling bem geweest #wow|
|neutral|,|@a2cb7764232c450: Se wat julle wil..  wrecking ball is my lewe in een song|
|neutral|,|@JeSuisLauraxx: @LuffyGomuNo *laura zit beneden met ouders,  over 10 min gaat ze naar boven want dan is het nieuws*|
|neutral|,|@GlennLamot: @mboschnl @liefleonietje proficiat met de 4e landstitel ;)|
|neutral|,|@prive_nieuws: Hij Gelooft in Mij weer verlengd http://t.co/wqfv0BWWLS|
|neutral|,|@MuziekopGrotius: Maandag 12 mei vertrekken 15 #musicambassadors  van @Grotiuscollege naar Salzburg voor het @ComeniusUK project|
|neutral|,|@charl0tje: Al tijdje in de trein van Utrecht terug naar huis !|
|neutral|,|@amber_vds: RT @w_steffie: Allehup, de schoolweek kan were begin, ookal zijnt ma 3 daagn... Tzijn der 3 teveel |
|positive|,|@TeamFrankDeBoer: RT @locoboy1972: Verdomme wat een HEEEEEEEEEEERLIJKE DAG.#33|
|neutral|,|@mol_wj: @Zeepaardje82 ik doe mijn ogen wel dicht|
|neutral|,|@Lenelvanheerden: ek is maatjie-siek! So baie! Asseblief kom huis toe vir n wyntjie of 5?@larissamyburgh|
|neutral|,|@sonnybrouesse: Ik vind een @YouTube-video leuk: http://t.co/NsJnHPOe7H Space Engineers - Mechanical Hangers, Doors &amp; Elevators Designs|
|negative|,|@Plakplaat63: @Markla94 @douwemees haha nou komt die dikke kk jood ook nog!!  Hahaha zielig volk !!|
|neutral|,|@HootFan_Tips: @SKronenburg Als je vragen over #HootSuite hebt help ik graag. Kijk ook eens hier http://t.co/zPEgAbou75 en hier http://t.co/YU66PaAs4Y|
|positive|,|@xSanneEngel: Koningsdag met beste vriendinnetjeeeee http://t.co/Xn9txOxDyK|
|neutral|,|@Ullizee: RT @BreedbeeldTV: Wanneer een allochtone jongeman faalt in het leven is het zijn eigen schuld, wanneer hij slaagt is dat dankzij de flaming|
|neutral|,|@Limburgmarkt: ZZP zzp marketing Korte bedrijfsvideo (1 minuut): Ik heb onlangs een filmpje gezien en zo iets wil ik ook voor... http://t.co/bDukoOeo9L|
|neutral|,|@OMG_ThinkPiink: @Beauty_OMG  be on dat  #twerkteam #omggirlz #bahja #ibeondat #twerksum #ornah #lmao  https://t.co/Ib38Anw4F2|
|neutral|,|@OverbeekAnniek: Snapsessie met moppie @Sam330779065 love her!!|
|neutral|,|@_daisy_bieber_: RT @MusicBombSwagyy: @_daisy_bieber_ Meestal heeft niemand t lef dr voor dus jahh,|
|neutral|,|@Amalosh_x: Ik ga het gewuun openen omdat er staat 'Hilversum' HAHAHAHAAAAAAAAAAAA|
|negative|,|@JasminxDounia: Jullie gaan iemands leven een beetje zuur maken om aandacht te krijgen van een jongen.|
|neutral|,|@juliedesmit: U mama zien wene, dan breekt u hart|
|neutral|,|@cescvd: @C23RB01 @jerroeen Ik denk dat als Groningen de playoffs winnen, ze meer mensen op de been brengen.|
|positive|,|@x_M_M_x: @DaanSays_: M'n ma betekent alles voor me.|
|neutral|,|@Nickx023: Hallo ik ben met een paar goons|
|negative|,|@RReemmccooo: Wat een hel deze dag...|
|neutral|,|@Henk_Haarlem: #demmink #demminkdoofpot Drom houdt Opstelten zijn mond niet inzake Demmink https://t.co/njVuGajkG4|
|neutral|,|@davidwaziry074: B-day van rens|
|neutral|,|@Tractorrboyy: Ik heb vrijdag vrij? the fuck ik wist da niet eens|
|neutral|,|@Markla94: Ohjee, Peter Beense gaat zingen. Hopen voor Ajax dat het podium een beetje goed is opgebouwd. #studiosport|
|neutral|,|@xEstherschoo: kingsnight met schatje  @xfennavsleuwen http://t.co/Dot6SAS0bE|
|neutral|,|@RubyLeeDelleman: RT @sharonkeuper: @RubyLeeDelleman ja goh hun niveau is al laag|
|neutral|,|@Habbostreamplay: DJ: SASCHAxSPANJE|
|neutral|,|@johnny_de_vries: Spiegel spiegel aan de want wie heeft de grootste pik van ut land  Kanke stumpetje ahhaahah http://t.co/AegwcQi2zv|
|neutral|,|@JonasTielemans: @HelenaVDxxx geen zin haha :D|
|neutral|,|@justfraisel: RT @LaaMamacitaa_: - de meeste meids die "vermist" zijn zijn meestal gwn bij een nigger ofso.|
|neutral|,|@WillyValk: Bouw een relatie op met je achterban, leer ze kennen, ga met ze in gesprek. #vrijwilligerswerven|
|neutral|,|@jordanleighx0: @stefahknee_ hahahahahahahaha thank u:-) |
|negative|,|@SanaeeeX: Ik haaaat Zeist zo erg, maar zou nooit ergens anders naar toe willen verhuizen|
|neutral|,|@LittleMert70: al me tweets in 1x straks verwijderen !|
|negative|,|@RECAHontele: @bol_com_boeken een uitgeverij die denkt dat de letter y hetzelfde is als ij kun je toch niet serieus nemen? @UitgeveryMarmer|
|neutral|,|@lutgroenez: RT @jvanovertveldt: Kris Peeters, JL Dehaene en Don Elio (di R): the A Team vd N-VA-bashers. Even kolderieke fictie als het Amerikaanse ori|
|neutral|,|@bbnews_jp_bot: [NBA NEWS] Jordan: We must not tolerate discrimination http://t.co/twAtboNiNO|
|neutral|,|@jeroenmonteiro: Ik vind een @YouTube-video van @ksiolajidebt leuk: http://t.co/vwd4s9lsXJ Slavery FIFA | KSI Vs ComedyShortsGamer|
|neutral|,|@biebIazed: @vocauhlly IM IN LPVEHAJSJSK|
|negative|,|@RiccardoZwollex: Oh bitch je bent niet meer dan een ho|
|neutral|,|@stevens_lisette: RT @italkteenage: Als niemand me snapt, voel ik me echt eenzaam. Net alsof niemand me belangrijk vind...|
|neutral|,|@Eric_582: @CarinaMijne Zitten mooie "hutten" tussen zeg. Nu nog een bijpassende boom vinden. In Nederland erg moeilijk.|
|negative|,|@MirjamHommes: RT @globalistaa: PVV-fans: gillen als speenvarkens over gezichtsbedekkende kleding, hebben zelf bijna allemaal een non-descript plaatje als|
|neutral|,|@Antoinettesag: Rosebleed 'Sirens' wordt al door veel lokale radiostations in Nederland gedraaid en zeer goed ontvangen! Wie... http://t.co/mEvOAWgEEF|
|neutral|,|@mellow_010: @kusschristina_ ooow zegmaaar mg nu|
|neutral|,|@arthurelias96: @RezendeLaura  vou nem te responder hahaha|
|neutral|,|@EllendeBruin: @schemer Nou ja, eh, ik kwam niet verder dan wat ik net twitterde. Moet vileiner kunnen.|
|neutral|,|@filmfiguranten: Div.figuranten gezocht voor musicvideo (wordt nog bekend gemaakt): Ook zijn we op zoek naar een specifieke fig... http://t.co/tnfZt6NXXC|
|neutral|,|@Zlata___: @Ascheltiens ahzo misschien kom ik wel |
|neutral|,|@Valoszy: Ik vind een @YouTube-video van @allthesegamez leuk: http://t.co/xZhxZbp2Qn STRESSEN ALS EEN GEK! - Bloody Trapland - Part 2 (Ft.|
|neutral|,|@NanddeGalan: "Mooie momenten, die vond ik mooi. Ja, mooie momenten", ja, dan zit de emotie diep. #vanbasten|
|neutral|,|@xMadamBrunnetta: @xduttylove waser met mij ? :D|
|negative|,|@yvonnedekter: Eh @HEMA , helaas is deze geweldige limonadetap niet vaatwasserbestendig....erg gekrompen. #jammer http://t.co/xxh5HZ4uMw|
|neutral|,|@nilsbucks: @WeAreMainiacssx KAN JE HET MIJ OOK STUREN PLS|
|neutral|,|@havanha: Mocht ik ooit kampioen van Nederland worden, dan drink ik geen bier uit blik. Nonsens. #33 #ajax|
|neutral|,|@IxHatexMyxBodyx: @kannicaa_ Heb je alweer gevolgt :) !|
|neutral|,|@xmariammmmmx: "@owensbabee: Oke, je bent bij een Mainstreet concert en je gaat op twitter? WAT IS ER MIS MET JOU AGH"|
|neutral|,|@Like_weusedto: RT @OhhJunnn: inac is a hoe hoe hoe.|
|neutral|,|@Lauren_de_vries: Zojuist een foto geplaatst http://t.co/IOoiUtfTCK|
|neutral|,|@DeRooseCeline: RT @ZOECLERCQIE: Kverlang tot de dag da mijn foto op mijn identiteitskaart ga veranderen|
|neutral|,|@riannalauren_: Wish @oliviawiggett was here rn ahhahahahah|
|neutral|,|@BrittGrandiax: @lisaJWZ1 @TamaraVersteegx is goed!|
|neutral|,|@nancygielisse: NVWA: Eenderde van de  straatverkopers heeft zaken niet op orde http://t.co/turkJiCtQ6|
|neutral|,|@BochovePvdA: RT @Oneindig_NH: Historische proeverij op 3mei in @MuseumAlkmaar, in het kader van de Van #Oostsanen tentoonstelling http://t.co/yjUo1crHy6|
|neutral|,|@TVandormael: @krisvanlaethem @brittschouppe hahaha, daar las ik even "net een half uur zitten wenen in m'n bad" ^^|
|neutral|,|@sengyeeleng: @AmandaLoveXM HAHAHA okay make me die hipster-ly|
|neutral|,|@JamilaBaaziz: RT @CaribischNet: Opvang vrouwelijke slachtoffers huiselijk geweld in gedrang: WILLEMSTAD - Nog acht weken en dan valt het doek ... http://|
|positive|,|@wena1997: Oh myn god hij loopt op krukken zo cute oh myn facking god|
|neutral|,|@OwenvanBuuren: Snap jij dat niet. Die zijn bezig @DianavanderWal Het is weekend. Moet nog wel fff voordat het maandag wasdag is. @JolandaHtweet @Inekris|
|neutral|,|@xM_RAWW: Als een Marokaanse ams met een Niggah word gezien. Beschouwen ze dr Als slet. Hoor ik v vele :s|
|neutral|,|@manuelabosman: RT @TienersOnline: Er zijn maar drie soorten mensen die de waarheid vertellen. Kinderen, dronken mensen, boze mensen.|
|neutral|,|@FFrankyCashh: Ik heb het idee Joep Schreuder ontzettend hard moet. If you know what I mean. #ajax #kampioensfeest|
|neutral|,|@xNaomiMainiacx: RT @rooms1998: een nieuw liedje heet Miss Wonderfull|
|negative|,|@pIAuTO1: Hopen op warmere dagen http://t.co/VornUbd8Q3|
|neutral|,|@JudithPorcelijn: RT @havoplus: Hulp bij overblijven op school moet een verklaring van goed gedrag kunnen overleggen: http://t.co/Y8VOH63d5J|
|neutral|,|@sabientjeeexox: Tis toch respectlooos om mijn moeder in een ruzie erbij te halen wejo|
|neutral|,|@K_tje: RT @CoachSander: Leuk! @DierenparkEmmen: Word jij onze nieuwe Dierenpark Directeur? Solliciteer: http://t.co/8jJRKQaKR5 #vacature http://t|
|neutral|,|@soldaatje02: @Koeman1963 waarom ga je weg?|
|neutral|,|U moet blijven wij willen geen fred rutten!!!|
|neutral|,|@Annetjel: RT @Kool_Berry: Na Koningsdag gevonden op de Markt in Harderwijk. Trouw/Verlovingsring. Inscriptie; Sophie 30-4-2013. |
|neutral|,|@verhelstjen: RT @Wijze_Spreuken: Ik ben hoofdzakelijk bang voor de dood omdat ik angst heb opnieuw geboren te worden. http://t.co/Kb8RiqKhXH|
|neutral|,|@Wat_Anders: Een ode van Yayo en WiWa aan Max B waar @RotjochDinero trots op zou zijn http://t.co/XvlRMEwxRe|
|neutral|,|@J_A_May: Dat rain :/|
|neutral|,|@avenasativa39: @AlbertoStegeman Alberto wil je mij helpen ? Ik heb 8 jaar in de zorg gewerkt en nu een onmogelijke psychiatrische patient en autisme ???|
|negative|,|@jeanytjuuz: Jij bent nu echt nie de juiste persoon om commentaar te geven |
|neutral|,|@xKevin_020: RT @AjaxFanzoneNL: RETWEET als je een Ajacied bent! #4oprij #020kampioen|
|neutral|,|@Papahen68: Hoef niks te zien van die hulding van 020.. laat ze maar L***llen.. #doei nos|
|neutral|,|@fleurvkampen: Hoofdpijn is niet meer normaal|
